KO_ID	KO_NAME	ALL_KO_NAMES
K13891	gsiD	gsiD|glutathione transport system permease protein|
K13892	gsiA	gsiA|glutathione transport system ATP-binding protein|
K13893	yejA	yejA|microcin C transport system substrate-binding protein|
K13894	yejB	yejB|microcin C transport system permease protein|
K13895	yejE	yejE|microcin C transport system permease protein|
K13896	yejF	yejF|microcin C transport system ATP-binding protein|
K13897	CST1	CST1|cystatin-SN|
K13898	CST2	CST2|cystatin-SA|
K13899	CST3	CST3|cystatin-C|
K13900	CST4	CST4|cystatin-S|
K13901	CST5	CST5|cystatin-D|
K13902	CST6	CST6|cystatin-M|
K13903	CST7	CST7|cystatin-F|
K13904	CST8	CST8|cystatin-8|
K13905	CST9	CST9|cystatin-9|
K13906	CST11	CST11|cystatin-11|
K13907	CSTA_B	CSTA_B|cystatin-A/B|
K13908	MUC5B, MG1	MUC5B, MG1|mucin-5B|
K13909	MUC7, MG2	MUC7, MG2|mucin-7|
K13910	PRH1_2	PRH1_2|salivary acidic proline-rich phosphoprotein 1/2|
K13911	PRB1_2	PRB1_2|basic salivary proline-rich protein 1/2|
K13912	DMBT1	DMBT1|deleted in malignant brain tumors 1 protein|
K13913	HTN	HTN|histatin|
K13914	STATH	STATH|statherin|
K13915	LYZ	LYZ|lysozyme C [EC:3.2.1.17]|
K13916	CAMP, LL37	CAMP, LL37|cathelicidin antimicrobial peptide|
K13917	RNGTT	RNGTT|mRNA-capping enzyme [EC:2.7.7.50 3.6.1.-]|
K13918	gudX	gudX|glucarate dehydratase-related protein|
K13919	pduD	pduD|propanediol dehydratase medium subunit [EC:4.2.1.28]|
K13920	pduE	pduE|propanediol dehydratase small subunit [EC:4.2.1.28]|
K13921	pduQ	pduQ|1-propanol dehydrogenase|
K13922	pduP	pduP|propionaldehyde dehydrogenase [EC:1.2.1.87]|
K13923	pduL	pduL|phosphate propanoyltransferase [EC:2.3.1.222]|
K13924	cheBR	cheBR|two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]|
K13925	pfbA	pfbA|plasmin and fibronectin-binding protein A|
K13926	rbbA	rbbA|ribosome-dependent ATPase|
K13927	citXG	citXG|holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]|
K13928	mdcR	mdcR|LysR family transcriptional regulator, malonate utilization transcriptional regulator|
K13929	mdcA	mdcA|malonate decarboxylase alpha subunit [EC:2.3.1.187]|
K13930	mdcB	mdcB|triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]|
K13931	mdcC	mdcC|malonate decarboxylase delta subunit|
K13932	mdcD	mdcD|malonate decarboxylase beta subunit [EC:4.1.1.87]|
K13933	mdcE	mdcE|malonate decarboxylase gamma subunit [EC:4.1.1.87]|
K13934	mdcG	mdcG|phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]|
K13935	mdcH	mdcH|malonate decarboxylase epsilon subunit [EC:2.3.1.39]|
K13936	mdcF	mdcF|malonate transporter|
K13937	H6PD	H6PD|hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]|
K13938	folM	folM|dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]|
K13939	FOL1	FOL1|dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15]|
K13940	sulD	sulD|dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]|
K13941	folKP	folKP|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]|
K13942	hmd	hmd|5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]|
K13943	CBT	CBT|cabut|
K13944	LBD16	LBD16|LOB domain-containing protein 16|
K13945	LBD29	LBD29|LOB domain-containing protein 29|
K13946	AUX1, LAX	AUX1, LAX|auxin influx carrier (AUX1 LAX family)|
K13947	PIN	PIN|auxin efflux carrier family|
K13948	PTGR1, LTB4DH	PTGR1, LTB4DH|prostaglandin reductase 1 [EC:1.3.1.74 1.3.1.48]|
K13949	PTGR2, ZADH1	PTGR2, ZADH1|prostaglandin reductase 2 [EC:1.3.1.48]|
K13950	pabAB	pabAB|para-aminobenzoate synthetase [EC:2.6.1.85]|
K13951	ADH1_7	ADH1_7|alcohol dehydrogenase 1/7 [EC:1.1.1.1]|
K13952	ADH6	ADH6|alcohol dehydrogenase 6 [EC:1.1.1.1]|
K13953	adhP	adhP|alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]|
K13954	yiaY	yiaY|alcohol dehydrogenase [EC:1.1.1.1]|
K13955	yogA	yogA|zinc-binding alcohol dehydrogenase/oxidoreductase|
K13956	IPP, KLHL27	IPP, KLHL27|actin-binding protein IPP|
K13957	KLHL33	KLHL33|kelch-like protein 33|
K13958	KLHL36	KLHL36|kelch-like protein 36|
K13959	KLHL38	KLHL38|kelch-like protein 38|
K13960	UBE2T, HSPC150	UBE2T, HSPC150|ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]|
K13961	SLC9A4, NHE4	SLC9A4, NHE4|solute carrier family 9 (sodium/hydrogen exchanger), member 4|
K13962	SLC26A7, SUT2	SLC26A7, SUT2|solute carrier family 26 (anion exchange transporter), member 7|
K13963	SERPINB	SERPINB|serpin B|
K13964	SERPINB7	SERPINB7|serpin B7|
K13965	SERPINB8	SERPINB8|serpin B8|
K13966	SERPINB11_12	SERPINB11_12|serpin B11/12|
K13967	nanEK	nanEK|N-acetylmannosamine-6-phosphate 2-epimerase / N-acetylmannosamine kinase [EC:5.1.3.9 2.7.1.60]|
K13968	CP112	CP112|cysteine proteinase|
K13969	ADH112	ADH112|adhesin|
K13970	HGL	HGL|galactose-inhibitable lectin heavy subunit|
K13971	LGL	LGL|galactose-inhibitable lectin light subunit|
K13972	IGL	IGL|galactose-inhibitable lectin intermediate subunit|
K13973	AP	AP|pore-forming peptide ameobapore|
K13974	EHCBP	EHCBP|calcium-binding protein|
K13975	PATMK	PATMK|phagosome-associated TMK96|
K13976	EHPAK	EHPAK|p21-activated kinase|
K13977	EHLIMA	EHLIMA|LIM domain-containing protein|
K13978	ACTNL	ACTNL|actinin-like protein|
K13979	yahK	yahK|uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]|
K13980	ADH4	ADH4|alcohol dehydrogenase 4 [EC:1.1.1.1]|
K13981	AKR1E2, AKR1CL2	AKR1E2, AKR1CL2|1,5-anhydro-D-fructose reductase [EC:1.1.1.263]|
K13982	DDX4, VASA	DDX4, VASA|probable ATP-dependent RNA helicase DDX4 [EC:3.6.4.13]|
K13983	MOV10L1	MOV10L1|putative helicase MOV10L1 [EC:3.6.4.13]|
K13984	TXNDC5, ERP46	TXNDC5, ERP46|thioredoxin domain-containing protein 5|
K13985	NAPEPLD	NAPEPLD|N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]|
K13986	MAP3K15	MAP3K15|mitogen-activated protein kinase kinase kinase 15 [EC:2.7.11.25]|
K13987	NUDT5	NUDT5|ADP-sugar pyrophosphatase / 8-oxo-dGDP phosphatase / ADP-D-ribose pyrophosphorylase [EC:3.6.1.13 3.6.1.58 2.7.7.96]|
K13988	NUDT9	NUDT9|ADP-ribose pyrophosphatase [EC:3.6.1.13]|
K13989	DERL2_3	DERL2_3|Derlin-2/3|
K13990	FTCD	FTCD|glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]|
K13991	puhA	puhA|photosynthetic reaction center H subunit|
K13992	pufC	pufC|photosynthetic reaction center cytochrome c subunit|
K13993	HSP20	HSP20|HSP20 family protein|
K13994	pufX	pufX|photosynthetic reaction center PufX protein|
K13995	nicF	nicF|maleamate amidohydrolase [EC:3.5.1.107]|
K13996	EPS1	EPS1|protein disulfide-isomerase [EC:5.3.4.1]|
K13997	PDHX	PDHX|dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex|
K13998	DHFR-TS	DHFR-TS|dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]|
K13999	CKAP4, CLIMP63	CKAP4, CLIMP63|cytoskeleton-associated protein 4|
K14000	RRBP1	RRBP1|ribosome-binding protein 1|
K14001	SIL1, SLS1	SIL1, SLS1|nucleotide exchange factor SIL1|
K14002	SCJ1	SCJ1|DnaJ-related protein SCJ1|
K14003	PREB, SEC12	PREB, SEC12|prolactin regulatory element-binding protein|
K14004	SEC13	SEC13|protein transport protein SEC13|
K14005	SEC31	SEC31|protein transport protein SEC31|
K14006	SEC23	SEC23|protein transport protein SEC23|
K14007	SEC24	SEC24|protein transport protein SEC24|
K14008	ERLEC1, XTP3B	ERLEC1, XTP3B|endoplasmic reticulum lectin 1|
K14009	BCAP31, BAP31	BCAP31, BAP31|B-cell receptor-associated protein 31|
K14010	TRAM1	TRAM1|translocating chain-associated membrane protein 1|
K14011	UBXN6, UBXD1	UBXN6, UBXD1|UBX domain-containing protein 6|
K14012	SHP1, UBX1, NSFL1C	SHP1, UBX1, NSFL1C|UBX domain-containing protein 1|
K14013	UBX2, SEL1	UBX2, SEL1|UBX domain-containing protein 2|
K14014	SVIP	SVIP|small VCP/p97-interacting protein|
K14015	NPLOC4, NPL4	NPLOC4, NPL4|nuclear protein localization protein 4 homolog|
K14016	UFD1	UFD1|ubiquitin fusion degradation protein 1|
K14017	SNL1	SNL1|HSP70 co-chaperone SNL1|
K14018	PLAA, DOA1, UFD3	PLAA, DOA1, UFD3|phospholipase A-2-activating protein|
K14019	PPP1R15A, GADD34	PPP1R15A, GADD34|protein phosphatase 1 regulatory subunit 15A|
K14020	WFS1	WFS1|wolfamin|
K14021	BAK, BAK1	BAK, BAK1|Bcl-2 homologous antagonist/killer|
K14022	CUE1, KIS4	CUE1, KIS4|coupling of ubiquitin conjugation to ER degradation protein 1|
K14023	HRD3	HRD3|ERAD-associated E3 ubiquitin-protein ligase component HRD3|
K14024	USA1	USA1|U1 SNP1-associating protein 1|
K14025	SELS, VIMP	SELS, VIMP|selenoprotein S|
K14026	SEL1, SEL1L	SEL1, SEL1L|SEL1 protein|
K14027	HERPUD1, HERP	HERPUD1, HERP|homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein|
K14028	mdh1, mxaF	mdh1, mxaF|methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]|
K14029	mdh2, mxaI	mdh2, mxaI|methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]|
K14030	NR2B4, usp	NR2B4, usp|nuclear receptor subfamily 2 group B member 4|
K14031	NR2CN	NR2CN|nuclear receptor subfamily 2 group C|
K14032	NR2F3, svp	NR2F3, svp|nuclear receptor subfamily 2 group F member 3|
K14033	NR1F4	NR1F4|nuclear receptor subfamily 1 group F member 4|
K14034	NR1H1, EcR	NR1H1, EcR|ecdysone receptor|
K14035	NR1IN	NR1IN|nuclear receptor subfamily 1 group I|
K14036	KSL7, DTC1	KSL7, DTC1|ent-cassa-12,15-diene synthase [EC:4.2.3.28]|
K14037	KSL10	KSL10|ent-sandaracopimaradiene/labdatriene synthase [EC:4.2.3.29 4.2.3.99]|
K14038	KSL5	KSL5|ent-pimara-8(14),15-diene synthase [EC:4.2.3.30]|
K14039	E1.14.99.37	E1.14.99.37|taxadiene 5alpha-hydroxylase [EC:1.14.99.37]|
K14040	CYP720B, PTAO	CYP720B, PTAO|abieta-7,13-dien-18-ol hydroxylase [EC:1.14.14.145]|
K14041	TPS-LAS, LPS	TPS-LAS, LPS|levopimaradiene/copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12]|
K14042	TPS-ISO	TPS-ISO|isopimara-7,15-diene synthase /copalyl diphosphate synthase [EC:4.2.3.44 5.5.1.12]|
K14043	CPS4	CPS4|syn-copalyl-diphosphate synthase [EC:5.5.1.14]|
K14044	KSL8, DTC2	KSL8, DTC2|stemar-13-ene synthase [EC:4.2.3.33]|
K14045	KSL11	KSL11|stemod-13(17)-ene synthase [EC:4.2.3.34]|
K14046	KSL4, DTS2	KSL4, DTS2|syn-pimara-7,15-diene synthase [EC:4.2.3.35]|
K14047	PADC4	PADC4|fusicocca-2,10(14)-diene synthase [EC:4.2.3.43]|
K14048	ureAB	ureAB|urease subunit gamma/beta [EC:3.5.1.5]|
K14050	RABGGTA	RABGGTA|geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]|
K14051	gmr	gmr|c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52]|
K14052	puuP	puuP|putrescine importer|
K14053	ompG	ompG|outer membrane protein G|
K14054	mpaA	mpaA|murein peptide amidase A|
K14055	uspE	uspE|universal stress protein E|
K14056	puuR	puuR|HTH-type transcriptional regulator, repressor for puuD|
K14057	abgR	abgR|LysR family transcriptional regulator, regulator of abg operon|
K14058	ttcA	ttcA|tRNA 2-thiocytidine biosynthesis protein TtcA|
K14059	int	int|integrase|
K14060	pinR	pinR|putative DNA-invertase from lambdoid prophage Rac|
K14061	uspF	uspF|universal stress protein F|
K14062	ompN	ompN|outer membrane protein N|
K14063	feaR	feaR|AraC family transcriptional regulator, positive regulator of tynA and feaB|
K14064	uspC	uspC|universal stress protein C|
K14065	uspD	uspD|universal stress protein D|
K14066	GPS	GPS|geranyl diphosphate synthase [EC:2.5.1.1]|
K14067	mtkA	mtkA|malate-CoA ligase subunit beta [EC:6.2.1.9]|
K14068	vhoA, vhtA	vhoA, vhtA|methanophenazine hydrogenase, large subunit [EC:1.12.98.3]|
K14069	vhoC, vhtC	vhoC, vhtC|methanophenazine hydrogenase, cytochrome b subunit [EC:1.12.98.3]|
K14070	vhoG, vhtG	vhoG, vhtG|methanophenazine hydrogenase [EC:1.12.98.3]|
K14071	LKR	LKR|leucokinin receptor|
K14072	Rya-R, NEPYR	Rya-R, NEPYR|RYamide receptor|
K14073	PNLIP, PL	PNLIP, PL|pancreatic triacylglycerol lipase [EC:3.1.1.3]|
K14074	PNLIPRP1, PLRP1	PNLIPRP1, PLRP1|pancreatic lipase-related protein 1 [EC:3.1.1.3]|
K14075	PNLIPRP2, PLRP2	PNLIPRP2, PLRP2|pancreatic lipase-related protein 2 [EC:3.1.1.3]|
K14076	PNLIPRP3, PLRP3	PNLIPRP3, PLRP3|pancreatic lipase-related protein 3 [EC:3.1.1.3]|
K14077	TPCN2	TPCN2|two pore calcium channel protein 2|
K14078	SLC26A3, DRA	SLC26A3, DRA|solute carrier family 26 (chloride anion exchanger), member 3|
K14079	PAPD4, GLD2	PAPD4, GLD2|poly(A) RNA polymerase GLD2 [EC:2.7.7.19]|
K14080	mtaA	mtaA|[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]|
K14081	mtaC	mtaC|methanol corrinoid protein|
K14082	mtbA	mtbA|[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]|
K14083	mttB	mttB|trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]|
K14084	mttC	mttC|trimethylamine corrinoid protein|
K14085	ALDH7A1	ALDH7A1|aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]|
K14086	echA	echA|ech hydrogenase subunit A|
K14087	echB	echB|ech hydrogenase subunit B|
K14088	echC	echC|ech hydrogenase subunit C|
K14089	echD	echD|ech hydrogenase subunit D|
K14090	echE	echE|ech hydrogenase subunit E|
K14091	echF	echF|ech hydrogenase subunit F|
K14092	ehaA	ehaA|energy-converting hydrogenase A subunit A|
K14093	ehaB	ehaB|energy-converting hydrogenase A subunit B|
K14094	ehaC	ehaC|energy-converting hydrogenase A subunit C|
K14095	ehaD	ehaD|energy-converting hydrogenase A subunit D|
K14096	ehaE	ehaE|energy-converting hydrogenase A subunit E|
K14097	ehaF	ehaF|energy-converting hydrogenase A subunit F|
K14098	ehaG	ehaG|energy-converting hydrogenase A subunit G|
K14099	ehaH	ehaH|energy-converting hydrogenase A subunit H|
K14100	ehaI	ehaI|energy-converting hydrogenase A subunit I|
K14101	ehaJ	ehaJ|energy-converting hydrogenase A subunit J|
K14102	ehaK	ehaK|energy-converting hydrogenase A subunit K|
K14103	ehaL	ehaL|energy-converting hydrogenase A subunit L|
K14104	ehaM	ehaM|energy-converting hydrogenase A subunit M|
K14105	ehaN	ehaN|energy-converting hydrogenase A subunit N|
K14106	ehaO	ehaO|energy-converting hydrogenase A subunit O|
K14107	ehaP	ehaP|energy-converting hydrogenase A subunit P|
K14108	ehaQ	ehaQ|energy-converting hydrogenase A subunit Q|
K14109	ehaR	ehaR|energy-converting hydrogenase A subunit R|
K14110	ehbA	ehbA|energy-converting hydrogenase B subunit A|
K14111	ehbB	ehbB|energy-converting hydrogenase B subunit B|
K14112	ehbC	ehbC|energy-converting hydrogenase B subunit C|
K14113	ehbD	ehbD|energy-converting hydrogenase B subunit D|
K14114	ehbE	ehbE|energy-converting hydrogenase B subunit E|
K14115	ehbF	ehbF|energy-converting hydrogenase B subunit F|
K14116	ehbG	ehbG|energy-converting hydrogenase B subunit G|
K14117	ehbH	ehbH|energy-converting hydrogenase B subunit H|
K14118	ehbI	ehbI|energy-converting hydrogenase B subunit I|
K14119	ehbJ	ehbJ|energy-converting hydrogenase B subunit J|
K14120	ehbK	ehbK|energy-converting hydrogenase B subunit K|
K14121	ehbL	ehbL|energy-converting hydrogenase B subunit L|
K14122	ehbM	ehbM|energy-converting hydrogenase B subunit M|
K14123	ehbN	ehbN|energy-converting hydrogenase B subunit N|
K14124	ehbO	ehbO|energy-converting hydrogenase B subunit O|
K14125	ehbP	ehbP|energy-converting hydrogenase B subunit P|
K14126	mvhA, vhuA, vhcA	mvhA, vhuA, vhcA|F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]|
K14127	mvhD, vhuD, vhcD	mvhD, vhuD, vhcD|F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]|
K14128	mvhG, vhuG, vhcG	mvhG, vhuG, vhcG|F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]|
K14129	K14129	K14129|aromatic prenyltransferase [EC:2.5.1.-]|
K14130	FGAPT2	FGAPT2|tryptophan 4-dimethylallyltransferase [EC:2.5.1.34]|
K14131	7-DMATS	7-DMATS|tryptophan 7-dimethylallyltransferase [EC:2.5.1.80]|
K14132	FTMPT1	FTMPT1|tryprostatin B synthase [EC:2.5.1.106]|
K14133	CDPNPT	CDPNPT|cyclic dipeptide N-dimethylallyltransferase [EC:2.5.1.-]|
K14134	FTMPT2	FTMPT2|12alpha,13alpha-dihydroxyfumitremorgin C prenyltransferase [EC:2.5.1.110]|
K14135	FGAPT1	FGAPT1|fumigaclavine A dimethylallyltransferase [EC:2.5.1.100]|
K14136	K14136	K14136|decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]|
K14137	PTAR1	PTAR1|protein prenyltransferase alpha subunit repeat containing protein 1|
K14138	acsB	acsB|acetyl-CoA synthase [EC:2.3.1.169]|
K14139	IRGM, LRG47	IRGM, LRG47|immunity-related GTPase family M protein [EC:3.6.5.-]|
K14140	IGTP	IGTP|interferon gamma induced GTPase|
K14141	PFNL	PFNL|profilin-like protein|
K14142	TLR11	TLR11|toll-like receptor 11|
K14143	SAG	SAG|major surface antigen|
K14144	MIC3	MIC3|microneme protein|
K14145	RON2	RON2|rhoptry neck protein 2|
K14146	RON4	RON4|rhoptry neck protein 4|
K14147	GRA7	GRA7|dense granule protein 7|
K14148	ROP2	ROP2|rhoptry protein 2|
K14149	GRA3	GRA3|dense granule protein 3|
K14150	GRA5	GRA5|dense granule protein 5|
K14151	ROP16	ROP16|rhoptry protein 16|
K14152	HIS4	HIS4|phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]|
K14153	thiDE	thiDE|hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]|
K14154	THI6	THI6|thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]|
K14155	patB, malY	patB, malY|cysteine-S-conjugate beta-lyase [EC:4.4.1.13]|
K14156	CHK	CHK|choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]|
K14157	AASS	AASS|alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]|
K14158	SLC5A1, SGLT1	SLC5A1, SGLT1|solute carrier family 5 (sodium/glucose cotransporter), member 1|
K14159	rnhA-dnaQ	rnhA-dnaQ|ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7]|
K14160	imuA	imuA|protein ImuA|
K14161	imuB	imuB|protein ImuB|
K14162	dnaE2	dnaE2|error-prone DNA polymerase [EC:2.7.7.7]|
K14163	EPRS	EPRS|bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 6.1.1.15]|
K14164	glyQS	glyQS|glycyl-tRNA synthetase [EC:6.1.1.14]|
K14165	K14165	K14165|atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]|
K14166	ycnJ	ycnJ|copper transport protein|
K14167	CDKN3, KAP	CDKN3, KAP|cyclin-dependent kinase inhibitor 3 [EC:3.1.3.16 3.1.3.48]|
K14168	CTU1, NCS6	CTU1, NCS6|cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]|
K14169	CTU2, NCS2	CTU2, NCS2|cytoplasmic tRNA 2-thiolation protein 2|
K14170	pheA	pheA|chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]|
K14171	AHP1	AHP1|alkyl hydroperoxide reductase 1 [EC:1.11.1.24]|
K14172	LHCB7	LHCB7|light-harvesting complex II chlorophyll a/b binding protein 7|
K14173	AFS1	AFS1|alpha-farnesene synthase [EC:4.2.3.46]|
K14174	TPS10	TPS10|beta-farnesene/exo-alpha-bergamotene synthase [EC:4.2.3.47 4.2.3.81]|
K14175	NES1	NES1|(3S,6E)-nerolidol synthase [EC:4.2.3.48]|
K14176	ECS1	ECS1|epi-cedrol synthase [EC:4.2.3.39]|
K14177	E4.2.3.38	E4.2.3.38|alpha-bisabolene synthase [EC:4.2.3.38]|
K14178	AMS1	AMS1|amorpha-4,11-diene synthase [EC:4.2.3.24]|
K14179	GAS	GAS|germacrene-A synthase [EC:4.2.3.23]|
K14180	ARI1	ARI1|aristolochene synthase [EC:4.2.3.9]|
K14181	TPS1	TPS1|valencene/7-epi-alpha-selinene synthase [EC:4.2.3.73 4.2.3.86]|
K14182	HVS	HVS|vetispiradiene synthase [EC:4.2.3.21]|
K14183	CDN1	CDN1|(+)-delta-cadinene synthase [EC:4.2.3.13]|
K14184	TPS21	TPS21|alpha-humulene/beta-caryophyllene synthase [EC:4.2.3.104 4.2.3.57]|
K14185	TPS-LON	TPS-LON|longifolene/alpha-longipinene synthase [EC:4.2.3.58 4.2.3.80]|
K14186	AG5	AG5|gamma-humulene synthase [EC:4.2.3.56]|
K14187	tyrA	tyrA|chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]|
K14188	dltC	dltC|D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]|
K14189	dltE	dltE|uncharacterized oxidoreductase [EC:1.-.-.-]|
K14190	VTC2_5	VTC2_5|GDP-L-galactose phosphorylase [EC:2.7.7.69]|
K14191	DIM1	DIM1|18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]|
K14192	clfB	clfB|clumping factor B|
K14193	isdA	isdA|iron-regulated surface determinant protein A|
K14194	sdrC_D_E	sdrC_D_E|serine-aspartate repeat-containing protein C/D/E|
K14195	sasG	sasG|surface protein G|
K14196	spa	spa|immunoglobulin G-binding protein A|
K14197	sbi	sbi|immunoglobulin G-binding protein Sbi|
K14198	sak	sak|staphylokinase|
K14199	scn, scin	scn, scin|staphylococcal complement inhibitor|
K14200	fib, efb	fib, efb|fibrinogen-binding protein|
K14201	clfA	clfA|clumping factor A|
K14202	chp, chips	chp, chips|chemotaxis inhibitory protein|
K14203	flr, flipr	flr, flipr|FPRL1 inhibitory protein|
K14204	eap, map	eap, map|protein Map|
K14205	mprF, fmtC	mprF, fmtC|phosphatidylglycerol lysyltransferase [EC:2.3.2.3]|
K14206	SLC15A1, PEPT1	SLC15A1, PEPT1|solute carrier family 15 (oligopeptide transporter), member 1|
K14207	SLC38A2, SNAT2	SLC38A2, SNAT2|solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2|
K14208	XPNPEP2	XPNPEP2|Xaa-Pro aminopeptidase 2 [EC:3.4.11.9]|
K14209	SLC36A, PAT	SLC36A, PAT|solute carrier family 36 (proton-coupled amino acid transporter)|
K14210	SLC3A1, RBAT	SLC3A1, RBAT|solute carrier family 3 (neutral and basic amino acid transporter), member 1|
K14211	ELN	ELN|elastin|
K14212	SPPL2C, IMP5	SPPL2C, IMP5|signal peptide peptidase-like 2C [EC:3.4.23.-]|
K14213	PEPD	PEPD|Xaa-Pro dipeptidase [EC:3.4.13.9]|
K14214	NFKBID	NFKBID|NF-kappa-B inhibitor delta|
K14215	E2.5.1.86	E2.5.1.86|trans,polycis-decaprenyl diphosphate synthase [EC:2.5.1.86]|
K14216	OAS	OAS|2'-5'-oligoadenylate synthetase [EC:2.7.7.84]|
K14217	IFIT1	IFIT1|interferon-induced protein with tetratricopeptide repeats 1|
K14218	tRNA-Ala	tRNA-Ala|tRNA Ala|
K14219	tRNA-Arg	tRNA-Arg|tRNA Arg|
K14220	tRNA-Asn	tRNA-Asn|tRNA Asn|
K14221	tRNA-Asp	tRNA-Asp|tRNA Asp|
K14222	tRNA-Cys	tRNA-Cys|tRNA Cys|
K14223	tRNA-Gln	tRNA-Gln|tRNA Gln|
K14224	tRNA-Glu	tRNA-Glu|tRNA Glu|
K14225	tRNA-Gly	tRNA-Gly|tRNA Gly|
